A
Editor,herausgebende Person
Ehegatte,die Ehe teilende Person; Ehemensch; Eheherzperson; Herzmensch;
Ehegatten,Eheleute
Ehepartner,geehelichte Person; Ehemensch
Ehrenamtler,Ehrenamtliche; Freiwillige; (ehrenamtlich) Engagierte
Ehrenmann,Ehrenperson
Eigentümer,(im) Eigentum von ...
... Immobilien- / Hauseigentümer,... Eigentumspartei; das Eigentum am Haus innehabende Person
... Immobilien- / Hauseigentümer,... Vermietende
Eigentümerversammlung,Versammlung der Beteiligten am Wohneigentum; Versammlung der Besitzenden
Eigner,s. Eigentümer
Einbrecher,einbrechende Personen
Einflussnehmer,
Einlader,einladende Person
Ein-Mann-Betrieb,Ein-Personen-Betrieb
einer nach dem anderen,der Reihe nach
... Ihr werdet jetzt gleich einer nach dem anderen euer Lied vorsingen.,... Ihr werdet jetzt gleich der Reihe nach euer Lied vorsingen.
einem selbst,dir selbst
... wenn es einem selbst schon mal so gegangen ist.,... wenn es dir selbst schon mal so gegangen ist.
Einsteigerkurs,Einstiegskurs; Grundlagenkurs; Grundkurs; Basiskurs
Einwanderer,Menschen mit Migrationshintergrund /-geschichte /-biografie; Menschen mit internationaler Geschichte
Einwandererfamilien,Familien mit Migrationshintergrund /-geschichte; Familien mit internationaler Geschichte
Einwohner,die Menschen der Stadt XY; Population; Bevölkerung; gemeldete Personen
... 2000 Einwohner/km2,... 2000 gemeldete Personen/km2
Einwohnerdichte,Bevölkerungsdichte
Einwohnerzahl,Bevölkerungszahl
Einzelgänger,alleinliebende Person
Einzelhändler,Person des Einzelhandels; Betrieb im Einzelhandel; im Einzelhandel tätige Person
Einzelkämpfer,Einzelkämpfende; Kriegsteilnehmende
Einzelner,alle; die einzelne Person
... jeder Einzelne,... alle; jede einzelne Person
Einzelne,[im Plural ist dieses Wort schon gendergerecht]
Einziger,einzige Person
Elektriker,Fachkraft für Elektrotechnik
Elektroniker,Elektrofachkraft
Elektrotechniker,Fachkraft für elektrotechnische Anlagen
Elternzeitrückkehrer,Mitarbeitende, die aus der Elternzeit zurück kommen; Elternzeitrückkehrende
Emittent,Wertpapierherausgebende Person
Empfänger,empfangsberechtigte Person; empfangen von ... ; für ... ; bestimmt für ...
Empfangsdame,Empfang; Person/Personal am Empfang; Rezeption
Endverbraucher,Endverbrauchende; Endkonsumierende
Energieversorger,Energieversorgungsunternehmen
Enkel,Enkelkind; Kindeskind
Entdecker ,entdeckt von ...
Entdecker,entdeckt von ... ; entdeckende Personen /Kinder; Forschende; Entdeckende
Enthusiast,enthusiastische Person; begeisterte Person
Enthusiasten,Begeisterte
Entscheider,Entscheidung fällende Person; entscheidungsbefugte Person
Entscheidungsträger,Person mit Entscheidungsbefugnis
Entscheidungsträger,Entscheidungtragende
... politische Entscheidungsträger,... politische Entscheidungstragende
Entwickler,Entwickelnde; Erfindende; Ideenfindende; Entwicklungsabteilung
Erbauer,Konstruierende; Erschaffende; erbaut von ...; ein Bau von ...
Erbe,erbberechtigte Person
Erben,Erbberechtigte
Erfinder,erfindende Person; ideenfindende Person
Ergotherapeut,in der Ergotherapie tätige Person
Erkrankter,erkrankte Person
Ermittler,Ermittelnde; Ermittlungsteam
Errichter,errichtet von ...
Ersteller,erstellt von ...
Ersthelfer,erste Hilfe leistende Person; in Erster Hilfe geschulte Person
Ersthelfer,Ersthelfende
Erstsemester,Studierende im ersten Semester; Ersti
Erwachsener,erwachsene Person
Erwachsene,[dieser Begriff ist im Plural bereits genderneutral: sg. die Erwachsene (f.) oder der Erwachsene (m.) -> pl. die Erwachsenen (f.) und die Erwachsenen (m.)]
Erzähler,erzählende Figur; erzählende Person; Erzählinstanz
Erzähler,Erzählende
Erzeuger,ein Produkt erzeugende Person
... landwirtschaftliche Erzeuger,... landwirtschaftlich (Produkt-)Erzeugende; Produzierende von landwirtschaftlichen Produkten
Erzieher,pädagogische Fachkraft; Erziehungskraft
Erziehungsberechtigter,erziehungsberechtigte Person
Erziehungsberechtigte ,[im Plural ist dieses Wort schon gendergerecht]
Ethnologe,Person mit Fachwissen in Ethnologie; Person mit ethnologischer Expertise
EU-Kommissar,EU-Kommissionsmitglied
Evakuierungshelfer,Evakuierungshilfe; in Evakuierungshilfe geschulte Person; Evakuierungshilfe leistende Person
Evaluator,
Exot [z.B. innerhalb eines Faches],Ausnahmeerscheinung
Experte,Fachgröße; Autorität; Koryphäe; Person vom Fach; Genie
Experten,Fachkräfte; Fachleute; Fachpersonen; Fachkundige; Sachverständige
Expertengruppe,Fachgruppe
Experteninterview,Expertiseinterview; Interview mit Fachleuten
Expertenkommission,Fachkommission; Kommission von Fachleuten
Expertenrating,Rating von Fachleuten
Expertenschätzung,Schätzung von Fachleuten; nach Einschätzung von Fachleuten; Expertise
Expertenstab,
Expertenstandard,Fachstandard
Expertentagung,Fachtagung
Expertentum,Expertise
Expertenvortrag,Fachvortrag
Expertenwissen,Fachwissen; Expertise
Extremist,radikalisierte Person
F
Facharbeiter,Facharbeitende
Facharzt,(fach-)ärztliche Fachkraft; Fachpraxis
Facharztrichtung,medizinische Fachrichtung
... Ärzte aus verschiedenen Facharztrichtungen,... Ärztinnen und Ärzte aus verschiedenen Fachrichtungen
Fachberater,Fachberatung
Fachinformatiker,(Informatikfachkraft)
Fachmann,Fachkraft
... Rat eines Fachmannes,... fachkundiger Rat; fachlicher Rat
fachmännisch,fachkundig; professionell
Fachvermögensträger,
Fachwirt,
Fachwissenschaftler,Fachforschende
Fahrer,Fahrdienst
... Der Fahrer des Wagens ABC möge bitte zu seinem Fahrzeug kommen. ,... Die Person, die den Wagen ABC (im Halteverbot/auf dem Parkplatz), abgestellt hat, möge diesen bitte umparken.
Fahrer,Fahrzeugführende; Fahrende; Fahrdienst
Fahrerhaus,Cockpit
Fahrerkabine,Fahrkabine; Steuerungskabine
Fahrersitz,Cockpitsitz; Sitz der fahrenden Person
Fahrgast,mitreisende Person; gegen Entgelt transportierte Person
Fahrgäste,Mitfahrende; Reisende
Fahrgastraum,Abteil; Personenbeförderungsräume
Fahrradfahrer,Fahrrad Fahrende; wer mit dem Fahrrad unterwegs ist ...
... Fahrradfahrer müssen absteigen.,... Fahrräder bitte nur schieben.
Fahrschüler,Fahrlernende
Fahrschullehrer,Fahrschullehrkraft
Fahrzeugführer,fahrzeugführende Person; Fahrzeugführung
Fahrzeughalter,eine ein Fahrzeug besitzende/führende Person

Fahrzeuglenker,Fahrzeug lenkende Person
Familienbegleiter,Familienbegleitung; Familien begleitende (Fach-)Kraft
Familienhelfer,Familienhilfe; Familien unterstützende (Fach-)Kraft; die die Familie X. unterstützende Fachperson/Fachkraft; im familienunterstützenden Dienst arbeitende / angestellte Person
Familienvater Vater
Fan,in besonderem Maße begeisterte Person
Fans,Begeisterte
... Basketballfans,... Basketballbegeisterte
Faschist,dem Faschismus anhängende Person
Fasnächtler,
Favorit [nur bei Personen],favorisierte (antretende) Person; favorisierte Option; bevorzugte Person; Liebling
... Wer ist dein Favorit bei den Olympischen Spielen?,... Wer ist deine favorisierte Person, die bei den Olympischen Spielen antritt?
... Was ist dein Favorit - Tiramisu oder Zitronensorbet?,[in diesem Fall ist keine gendergerechte Schreibweise notwendig, denn das Tiramisu und Zitronensorbet sind keine Personen und beziehen sich  nicht auf Personen]
Feigling,feige Person; Angsthase
Feind,verfeindete Person
Feinschmecker,Genussmensch
Feministin,feministische / feministisch eingestellte Person
Fertiger,fertigende Person
Fetischist,Person mit einem Fetisch
Feuerwehrmänner,Einsatzkräfte der Feuerwehr; Feuerwehrangehörige; Feuerwehr; Feuerwehrleute; Feuerbekämpfende
Filmemacher,filmschaffende Person
Filmemacher,Filmschaffende
Filmstar,Filmgröße; Filmberühmtheit
Finalist,am Finale teilnehmende Person
Finalisten,am Finale Teilnehmende
Finanzbeauftragter,finanzbeauftragte Person
Finanzintermediäre,Anbietende von Finanzintermediation; Finanzintermediierende
Fischer,Fisch fangende Person
Flüchtlinge,Geflüchtete; Flüchtende; geflüchtete Menschen
Follower,Follis; Follows
Förderer,Stelle, die Fördermittel vergibt
Förderer,unterstützender Personenkreis
... Liebe Freunde und Förderer unseres Vereins!,... Liebe Vereinsfördernde!
Fördermittelgeber,Stelle, die Fördermittel vergibt; fördermittelgebende Stelle/Institution
Forscher,Forschende; Universitätsmitglieder; wissenschaftliches Personal der Universität; Menschen, die in der Forschung tätig sind; Forschungsteam
Forschergemeinde,Forschungsgemeinde
Forscherkolloquium,Forschungskolloquium
Forscherteam,Forschungsteam
Förster,Beschäftigte in der Forstwirtschaft
Forstwart,Forstaufsicht
Fortgeschrittene,[im Plural ist dieses Wort schon gendergerecht]
... Das Angebot richtet sich an Anfänger und Fortgeschrittene.,... Das Angebot richtet sich an Personen mit und ohne Vorkenntnisse.
Fotograf,fotografierende Person; (Berufs-)Fotografie betreibende Person
Fotografen,Fotografierende; Aufnehmende
Fotografenteam,Fototeam; Fotografieteam
Freelancer,Freischaffende
Freiberufler,freiberuflich arbeitende Person; freischaffende Person
Freigeber,freigebende Person
Freiwilliger,freiwillige Person
Fremdsprachler,andere / fremde Sprache sprechende Person
Freund,(enge) Bezugsperson; Herzensmensch; Bekanntschaft; Lieblingsmensch; bessere Hälfte
... Hast du einen Freund?,... Bist du vergeben? Lebst du in einer Beziehung?
... Sasha ist meine Freundin.,... Ich bin mit Sasha zusammen. / Sasha ist mein Lieblingsmensch/meine bessere Hälfte. / Sasha ist die Person, die ich liebe.
Freunde,Bekannte; Bezugspersonen; befreundete Personen
... Liebe Freunde und Förderer unseres Vereins!,... Liebe Bekannte und unterstützender Personenkreis unseres Vereins!
... Der Verein ist ein Zusammenschluss von Eltern, Lehrkräften und Freunden der Schule.,... Der Verein ist ein Zusammenschluss von Eltern, Lehrkräften und unterstützenden Personen der Schule.
Freundeskreis,Personen in befreundeten Kreisen
Friseur,frisierende Person; Frisiersalon
... Ich gehe heute zum Friseur.,... Ich gehe heute in den Frisiersalon. / Ich gehe heute zum Haare schneiden.
Friseure,Frisierende
Friseurtermin,Haarschneidetermin; Frisiertermin
Führerschein,Fahrerlaubnis; Fahrberechtigung
Funktionär,in Funktion gewählte Person; verantwortliche/beauftragte/bevollmächtigte Person; Vollmachtsperson
Funktionäre [alle, die in einem Verein eine Funktion bekleiden],Vollmachtspersonen
Funktionsträger,in Funktion gewählte Person; verantwortliche/beauftragte/bevollmächtigte Person
Fürsprecher,Unterstützung; Unterstützungskraft; Support
Fürsprecher,Mitwirkende; Beteiligte; Befürwortende; Support; Supportende; Fürsprechende
Fußballspieler,Fußballspielende
Fußgänger,Menschen zu Fuß; zu Fuß Gehende; Fußverkehr
Fußgängerampel,Ampel; Personenampel
Fußgängerstreifen,Zebrastreifen; Straßenpassierstreifen
Fußgängerüberweg,Überquerung
Fußgängerweg,Gehweg
Fußgängerzone,Flanierzone; Einkaufsstraße; Einkaufszone; verkehrsfreie Zone; verkehrsberuhigter Bereich
G
Gaffer,Schaulustige
Gamechanger,
Gamer,Gaming People
Gärtner,Gartenarbeitskraft
Gärtnerei,Gartenbaubetrieb
Gast,Besuch; Besuchsperson
Gastbeitrag,Sonderbeitrag
Gäste,Eingeladene; Geladene; Besuche
Gästeführer,Reiseführung; Reiseleitung; (Tourguide)
Gastgeber,einladende Person
Gastgeber,Einladende
Gasthörer,Studierende im Gaststudium
Gasthörerstatus,Gaststudierendenstatus; Gasthörstatus
Gasthörerstudium,Gaststudium; Hospitation
Gastronomen,Betreibende eines Gastronomiebetriebs
Gastwirt,Gastronomiebetriebsleitung
Gastwirte,Betreibende eines Gastronomiebetriebs
Gastwissenschaftler,Gastforschende
Gatte,Heiratsperson
Gefreiter,Person mit zweitniedrigstem militärischen Mannschaftsdienstgrad
Gegenkandidat,Gegenkandidatur
Gegenspieler,gegnerische Partei; widerstreitende Person; Counterpart; Konkurrenz
Gegenspieler,gegnerische Partei; gegnerische Spielende; feindliche Spielende; Gegenseite; Konkurrenz
Gegner,gegnerische Partei; widerstreitende Person; Counterpart; Konkurrenz; ablehnende Person
Gegner,gegnerische Partei; gegnerische Spielende; feindliche Spielende; Gegenseite; Konkurrenz
Geisterfahrer,Fahrzeug in falscher Richtung; Geisterfahrzeug
... Achtung! Auf der A7 befindet sich ein Geisterfahrer im Bereich XY. ,... Achtung! Auf der A7 befindet sich ein Fahrzeug in falscher Richtung im Bereich XY.
Geldgeber,Geldgebende; support; geldgebende Institution
Gelehrter,gelehrte Person
Generaldirektor,Direktoriumsleitung
Generalist,Universalgenie; Multitalent; fachlich breit aufgestellter Mensch
General Manager [Systemgastronomie, Hotellerie],Verantwortungsperson im General Management
Generalsekretär,
Genießer,Genussmensch
... Wanderung für Genießer,... Wanderung für Genussmenschen
Genosse,Mitglied der Genossenschaft
Genossenschaft,[ich bin mir unsicher, ob das Wort gendernswert ist oder nicht; analog Kundschaft, Freundschaft, …]
Gentlemen's Agreement,mündliche Vereinbarung; Vereinbarung per Handschlag; Absprache unter Ehrenleuten
Geograph,Person mit Fachwissen in Geographie;  Mensch mit fundiertem Wissen über Geographie
Geologe,Person mit Fachwissen in Geologie; Mensch mit fundiertem Wissen über Geologie
Geologen,Forschende der Geologie
Gerätewart,Geräteaufsicht
Gerichtsvollzieher,Gerichtsvollzugsperson
Gerüstbauer,
Geschäftsführer,Geschäftsführung; Geschäftsleitung
Geschäftsmänner,Geschäftsleute
Geschäftspartner,geschäftliche Verbindung; geschäftlicher Kontakt
... Wir danken allen Geschäftspartner und Freunden.,... Wir danken allen geschäftlichen Kontakten und unserem Freundeskreis.
Geselle [im Handwerk],
Gesellschafter,Betriebsgesellschaft; Beteiligte; Gesellschaftende
Gesellschafter [teilhabende Einzelperson],im Besitz von Geschäftsanteilen stehende Person; Person mit Geschäftsanteilen
Gesetzgeber,Legislative; gesetzgebende Instanz; Gesetzgebende
Gesprächspartner,Gegenüber
Gesprächspartner,Gesprächsbeteiligte; Gegenüber
Gesprächsteilnehmer,Gesprächsbeteiligte
Gestalter,Gestaltende
Gewinner (sg./pl.),Erster Platz
... Der Gewinner wird um 15 Uhr bekannt gegeben.,... Um 15 Uhr wird bekannt gegeben, wer gewonnen hat.
Gläubiger,Geld-/Kreditgebende
Globetrotter,Weltreisende
Götter,Allwissende; Allmächtige; übernatürliche Wesen; Ewige; Gottheiten
Grafiker,Grafikprofi
Grenzgänger [Personen, die beruflich täglich im angrenzenden Nachbarstaat arbeiten],Grenzpendelnde
Grinsepeter,Grinsebacke; Grinsegesicht; Grinsekuchen; Sonnenschein
Grundeigentümer,Person mit Grundeigentum
Gründer,gründende Person
Gründerzeit,Gründungszeit
Gründerzentrum,Gründungszentrum; Innovationszentrum; Technologiezentrum
Grundrechtsträger, grundrechtsberechtigte Person
Grundschüler,Grundschulkind
Grundschüler,Kinder in der Grundschule
Gruppenleiter,Gruppenleitende; Gruppenleitung
Guide [Tourguide],Reiseführung; Reiseleitung
Guru,spirituelles Vorbild / Idol
Gutachter,begutachtet von ...
Gutachter,Sachverständige; Begutachtende
Gymnasiast,Person auf einem Gymnasium; ein Gymnasium besuchende Person; gymnasial lernende Person
Gynäkologe,medizinisches/ärztliches Fachpersonal für Gynäkologie
H
Hacker,Personen, die fremde Digitaldaten nutzen; Hackende; umfunktionierende Personen; Cyber-Kriminelle
Hackerangriff,Hackingangriff; Hackangriff
Hamburger,die Hamburger Bevölkerung
Handelspartner,
Handlanger,helfende Person; rechte Hand von jemandem
Händler,Shops; der Handel; Handelnde
Handwerker,handwerkliches Fachpersonal; handwerkliche Fachkraft
Handwerker,Handwerksbetriebe; Handwerkende; Fachpersonal im Handwerk
... Die Handwerker schließen sich zu Kooperationen zusammen.,... Die Handwerksbetriebe schließen sich zu Kooperationen zusammen.
Handwerksmeister,
ein Hansdampf (in allen Gassen) sein,Multitalent; Universalgenie; vielseitig begabter Mensch
Hauptcharakter,[dieses Wort ist meiner Meinung nach schon gendergerecht; wer dennoch eine Alternative bevorzugt, kann diese hier nutzen:] Hauptfigur; Hauptperson; Hauptfigur; zentrale Gestalt; Schlüsselfigur; Titelrolle
Hauptfachlehrer,Hauptfachgruppe; Fachgruppe
Häuptling,Oberhaupt
Hauptmann,
Hauptmieter,Hauptmietpartei; Hauptmietperson; Hauptmietvertragsperson
Hausarzt,hausärztliche Fachkraft; Hauspraxis
Hauseigentümer,
Hausdame (in Hotels),Hausservice
Hausfrau,haushaltsführende Person; Haushalt organisierende Person; Haushaltsvorstand
Hausherr,Familienvorstand; Hausvorstand
Hausherren [in der Sportberichterstattung],gastgebender Verein
Hausmannskost,einfache Küche; gut bürgerliche Küche; traditionell zubereitete Gerichte; Alltagsessen
Hausmeister (sg./pl.),Gebäudemanagement
Hauswart,Hauswartung
Hebamme, geburtshelfende Person
Hebammen,  Geburtshelfende
Held,Schlüsselperson; Hauptperson; außerordentlich erfolgreiche Person; Vorbild
Helfer,Hilfskraft; Assistenz
Helfer,Helfende
... ehrenamtliche Helfer,Ehrenamtliche; Freiwillige; (ehrenamtlich) Engagierte
... Humanitäre Helfer,... Humanitäre Helfende
Helfersystem,Hilfesystem
Herausgeber (sg./pl.),herausgegeben von ...
Herr ... ,...
... einer Sache Herr werden,... etwas in den Griff bekommen; etwas unter Kontrolle bekommen; etwas besser überblicken können
... nicht mehr Herr seiner Sinne sein,... nicht wissen, was man tut
... sein eigener Herr sein,... unabhängig sein; sich nach niemandem richten müssen
... aus aller Herren Länder,... aus aller Welt; aus der ganzen Welt
... Herr der Lage sein,... den Überblick haben; alles unter Kontrolle haben
Herrenfahrrad,Diamantrahmenfahrrad
Herrenhaus,Gutshaus
herrenlos,verlassen; nicht zuzuordnen; unbeaufsichtigt; personenlos; frei; besitzlos
... ein herrenloser Koffer,... ein verlassener/nicht zuordenbarer Koffer; ein Koffer, der keiner Person gehört
Herrschaften,Personen; Leute
Herrscher,Staatsoberhaupt
Hersteller,Herstellfirma; herstellendes Unternehmen
Hexe,(schwarze) Zauberkraft innehabende Person; Person mit (schwarzen) Zauberkräften; mit Zauberkräften ausgestattete Person; Person, die Zauberkraft hat
Hinterbliebener,hinterbliebene Person; zurückgelassene Person
Hinterbliebene,[im Plural ist dieses Wort schon gendergerecht]
Hintermann,Graue Eminenz; Schlüsselfigur; aus dem Hinterzimmer; drahtziehende Person; dahinter steckt/steht ... ; verantwortliche Person
Hintermänner,Schlüsselfiguren; aus dem Hinterzimmer; Hinterleute; Verantwortliche
Hinweisgeber,Hinweis gebende Person
Hinterbliebene,[im Plural ist dieses Wort schon gendergerecht]
Hirte,hütende Person
Historiker,Geschichtsforschende
Hörer,zuhörende Person
Hörer,zuhörende Personen
Hospitant,hospitierende Person
Hospitanten,Hospitierende
Hospizler,
Hostessen; Hosts,Gästebetreuende
Humanist,humanistische Person
Hundehalter,Person, die einen Hund hält
I
Ich-Erzähler,Ich-Form; Ich-Figur; erzählendes Ich
Illustrator,illustrierende Person
Illustratoren,Illustrierende
Imker,Bienenzüchtende Person
Immigranten,Menschen mit Migrationshintergrund /-geschichte /-biografie
Immobilienbesitzer,Immobilienbesitzende
Immobilieneigentümer,Personen mit Immobilienbesitz; Immobilienbesitzende
Immobilienkaufmann,Immobilienfachkraft
Individuum,[als Neutrum ist dieses Wort schon gendergerecht: DAS Individuum]
Industriekaufmänner,Industriekaufleute
Industriemechaniker,Industriemechanik ausführende Person
Influencer,Content gestaltende Person; influencende Person
Informant,Informationsquelle; Quelle
Informatiker,auf den IT-Bereich spezialisierte Person
Informationssicherheitsbeauftragter,beauftragte Person für Informationssicherheit
(Diplom-)Ingenieur,Person mit Ingenieursdiplom
Ingenieurberuf,Ingenieursberuf
Ingenieure,Ingenieursberuf Ausübende
Ingenieurwesen,Technikwissenschaften; technische Wissenschaften; Technik
Inhaber,etwas innehabende Person
inhabergeführt,besitzgeführter; besitzgeleiteter
inhabergeführter Einzelhandel,
Inhaber,Inhabende
Inhaftierter,Person in Haft
Intiator ,initiierende Person
Initiatoren,Initiierende
Inlineskater,Inlineskatende
Insider,Person, die Internas kennt / weiß; Person mit besonderem Hintergrundwissen
Inspekteur,Inspektion durchführende Person
Insasse,inhaftierte Person
Insasse [Fahrzeuginsasse],mitfahrende Person
Installateur,
Intendant,Intendanz
Interakteur,interagierende Person
Interakteure,Interagierende; in Interaktion Tretende
Interessensvertreter,Interessensvertretung
Interessenten,Interessierte
Interessenträger,interessierte Beteiligte
Interimspräsident,Übergangsleitung
Internist,ärztliche Fachkraft für Innere Medizin
Interpret,Act
Interviewer,interviewende Person
Interviewer,Interviewende
Interviewpartner,Interviewte; Befragte
Investor,geldgebende Person; Person, die Geld investiert hat; investierende Person
Investoren,Investierende
Italiener,aus Italien stammende Person; Person aus Italien
J
Jäger,jagende Person; Person auf der Jagd
Jäger,Jägerschaft; jagende Personen; Personen auf der Jagd
Jäger- und Sammler-Gesellschaft,nomadisierende Gesellschaft, die sich von der Jagd und dem Sammeln von Pflanzen ernährt
Jahrgangsbester,jahrgangsbeste Person
jeder,alle; alle für sich; sämtliche
... Jeder kann teilnehmen. ,... Alle können teilnehmen.
... Jeder einzelne sucht sich einen Platz.,... Alle suchen sich ihren eigenen Platz. / Alle suchen für sich einen Platz. / Suche dir deinen Platz.
... jeder, der ... ,... alle, die ... ; jene, die ...
... jeder Mitarbeiter,... sämtliche Mitarbeitenden
... jeder wie er möchte,... alle wie sie möchten
... Jedem das Seine. ... Geschmäcker sind verschieden.
jedermann,alle; sämtliche; jeder Mensch
jemand, der ... ,eine Person, die ...; ein Mensch, der ...
... Ich suche jemanden, der gut Englisch spricht. ,... Ich suche jemanden/eine Person/einen Mensch mit guten Englischkenntnissen.
Journalist,Presse; Medien; jemand von der Presse/vom Fernsehen/...; wer für die Zeitung/fürs Fernsehen berichtet
Journalisten,im Journalismus Tätige/Arbeitende; Medienschaffende; Presse; die Medien
Jubilar,Jubiläum begehende Person; Jubiläum feiernde Person
Juden,Menschen jüdischen Glaubens; jüdische Menschen; Mitglieder / Angehörige der jüdischen Gemeinschaft / des jüdischen Volkes
Jugendlicher,junge Person; junger Mensch; Teenie; Teen; Teenager
Jungfrau,sexuell unerfahrene Person; Person, die noch keinen Geschlechtsverkehr hatte
jungfräulich,unangetastet; makellos; unberührt; unverändert; ursprünglich; rein; frisch; unerschlossen; unbearbeitet
Jurist,Person mit juristischer Ausbildung; Person mit juristischem Sachverstand
Juror,Jurymitglied
Justiziar,rechtsberatende Person
K
Kamerad [militärisch],Wegbegleitung; solidarisch wegbegleitende Person; Teammitglied
Kameramann,Kameraperson; Kamera
Kameramänner,Kamerateam; Kameraleute; Kamera; Kamerapersonen
Kämmerer,Leitung der Kämmerei
Kampfrichter,Kampfjury; Schiedsgericht
Kampfrichterverzerrung,Verzerrung durch Kampfrichtende
Kandidaten,Kandidierende
Kandidatenfragen,Personalfrage; K-Frage
Kandidatenvorschlag,Personalvorschlag
Kanzler,Regierung (an-)führende Person; Regierungsoberhaupt
Kanzleramt,Amt des Regierungsoberhauptes
Kanzler-Frage,K-Frage
Kapitalgeber,Investierende; Finanzierende
Kapitäne,Schiffsführende
Karnevalisten,Karneval Feiernde
Karteninhaber,die Karte besitzende Person; Karteninhabende Person
Kassenwart,Kassenverwaltung; Finanzverwaltung; Vermögensverwaltung
Kassierer,Person an der Kasse
Katholiken,Menschen katholischen Glaubens
Käufer,Kaufende; Kundschaft
Kaufmann,Kauffachkraft; Kaufkraft
... Kaufmann für Büromanagement,... Kauffachkraft für Büromanagement
Kaufmänner,Kaufleute
kaufmännisch,zahlentechnisch; finanztechnisch; in Zahlen gesehen; kauftechnisch; in Zahlen gesehen; buchungstechnisch; fiskalisch; (markt-)wirtschaftlich; ökonomisch; geschäftlich; gewerblich; kommerziell
... eine kaufmännische Ausbildung,... Ausbildung zur Fachkraft für Büromanagement
... ein kaufmännischer Beruf,... Berufsfeld Wirtschaft
keiner,niemand
keiner, der ... ,kein Mensch, der ...; keine Person, die ...
Kellner,Servicekraft; Bedienung
Kenner,Fachleute; Begeisterte
Keramiker,Keramikfachkraft
Kernwählerschaft,Kernwahlvolk; Kernstimmvolk
KfZ-Mechaniker-Innung,KfW-Handwerks-Innung; KfZ-Innung; KfZ-Mechanik-Innung; Innung der KfZ-Mechanik
Kinderarztpraxis,Praxis für Kinderheilkunde
Kindergärtner,pädagogische Fachkraft; Erziehungskraft; Kita-Fachkraft
Kindermädchen,Kinderbetreuung; Aupair
Kindertagepfleger,Kindertagespflegeperson
Kläger,klagende Person
Klassensprecher,Klassenvertretung
Kleinbauern,kleine Landwirtschaftsbetriebe
Kletterer,Kletternde
Klient,ratsuchende Person; Beratung in Anspruch nehmende Person; Person, die in die Beratung kommt; Fall; Besuch
Klienten,Klientel; Ratsuchende
Klientenkontakt,Klientelkontakt
klientenorientiert,orientiert am Bedarf der ratsuchenden Person
Klientenzahl,Zahl der Ratsuchenden
Koch,leitende Küchenfachkraft; Küchenpersonal; Kochprofi; Lebensmittel verarbeitende Person; in der Küche arbeitende Person; kochende Person; für das leibiche Wohl zuständige Person
Kollege,mitarbeitende Person; Teammitglied
Kollegen,Kollegschaft; Kollegium; Teammitglieder
... Unterstützung eines Kollegen,... kollegiale Unterstützung
Kolonialherr,Kolonialmacht; Suzerän
Kolonialherren,Kolonialmächte
Kolonist,Koloniegründung; Kolonieerschließung
Komiteegründer,Komiteegründung
Kommentator,kommentierender Pressemensch; kommentierende Presse
Kommentatoren,Kommentar von Medienschaffenden
Kommilitone,mitstudierende Person
Kommilitonen,Mitstudierende
Kommissionierer,Mitarbeitende in der Warenzusammenstellung
Kommunikator [als Person; nicht als Gerät],kommunizierende Person
Kommunist,kommunistisch (orientierte) Person
Komparse,stumme Rolle; Person ohne Sprechrolle; Nebenfigur
Kompetenzträger,Kompetenz tragende Person
Kompetenzträger,Kompetenztragende
Komponist,musikschaffende Person; kompositionstätige Person
Komponisten,Musikschaffende; Kompositionstätige
Konfirmand,zu konfirmierende Person; Konfi
Konfirmanden,zu Konformierende; Konfis
Konfirmanden,Jugendliche in der Konfirmationsvorbereitung
Konfirmandenunterricht,Konfirmationsunterricht
Königsdisziplin,anspruchvollste Disziplin; Spitzendisziplin
Königsklasse,Oberliga; höchste Klasse
Konkurrent ,Konkurrenz
Konsortialpartner,Konsortialbeteiligte
Konstrukteure,Konstruierende
Konsumenten ,Konsumierende; Kundschaft; einkaufende / konsumierende Zielgruppe
Kontrahent,Gegenüber
Kontoinhaber,kontoinhabende Person; kontoführende Person
Kooperationspartner (sg./pl.),in Kooperation mit; Kooperationsbeteiligte
Koordinator,Koordination
Körperspender,Körperspende
Kraftfahrer,fahrzeugführende Person
... Welche Voraussetzungen erfüllen Sie für die
Tätigkeit als Kraftfahrer eines Absetzkippers?,... Welche Voraussetzungen erfüllen Sie für die Tätigkeit als fahrzeugführende
Person eines Absetzkippers?
Kraftfahrer,Kraftfahrzeugführende
Krankenpfleger,Pflegefachkraft; Pflegekraft; Pflegefachperson
Krankenpfleger,Pflegekräfte; Pflegefachpersonen; Pflegepersonal; Beschäftigte in der Krankenpflege; professionell Pflegende; Pflegende
Krankenschwester,Pflegefachkraft; Pflegekraft; Pflegefachperson
Krankenschwestern,Pflegekräfte; Pflegepersonal; Beschäftigte in der Krankenpflege; professionell Pflegende; Pflegende
Kranker,kranke Person
Kreditnehmer,kreditnehmende Person
Kreditnehmer,Kreditnehmende
[Erster] Kreisbeigeordneter,[Erste] Kreisbeigeordnete Person
Kriegerkodex,Kodex der Kämpfenden
Kriegsverbrechertribunal,Tribunal für Kriegsverbrechen
Kriminalbeamter,Person im Beamtenverhältnis bei der Kriminalpolizei
Kritiker,Kritisierende; Kritische; kritische Stimmen
Küchenhelfer,Küchenhilfe
Kümmererin,fürsorgliche Person; kümmernder Mensch; fürsorgliches Teammitglied/Chormitglied/...
